 -----Test Name  T3-2015 Blonde Monent,,,,,,,,,,
 -----Measure Parameters    PTVEC,,,,,,,,,,
 -----Test Code  T3,,,,,,,,,,
 -----Scan Type   Linear,,,,,,,,,,
 -----Periods  00_00:10:00.00,,,,,,,,,,
 -----Memory Wrap  True,,,,,,,,,,
 -----Broadcast Normal Log  False,,,,,,,,,,
 -----Broadcast Alarm Log  False,,,,,,,,,,
 -----Alarm Scan  Disabled,,,,,,,,,,
 -----Scanned Upto =  30000,,,,,,,,,,
 -----Firmware Version  2.4,,,,,,,,,,
 -----TruWare v1.78,,,,,,,,,,
 ,,,,,,,,,,
 ,,,,,,,,,,
ID,Name,Address,Time of Acquisition,Elapsed(Sec),Level(cmH2O),Temperature ('C),Battery Voltage(Volt),Supply Voltage(Volt),Conductivity(uS/cm),Scan No
0,1404704,0,'12/14/2015 06:40:00.00 AM,17491200,14.38729563,9.247,3.515,0,146.9,25886
0,1404704,0,'12/14/2015 06:55:00.00 AM,17492100,14.37372258,9.267,3.515,0,146.8,25887
0,1404704,0,'12/14/2015 07:10:00.00 AM,17493000,14.40051705,9.26,3.515,0,146.8,25888
0,1404704,0,'12/14/2015 07:25:00.00 AM,17493900,14.37998166,9.259,3.515,0,146.9,25889
0,1404704,0,'12/14/2015 07:40:00.00 AM,17494800,14.39995444,9.258,3.515,0,146.9,25890
0,1404704,0,'12/14/2015 07:55:00.00 AM,17495700,14.39418765,9.258,3.515,0,147.1,25891
0,1404704,0,'12/14/2015 08:10:00.00 AM,17496600,14.42056016,9.257,3.515,0,147.1,25892
0,1404704,0,'12/14/2015 08:25:00.00 AM,17497500,14.39249981,9.258,3.515,0,147,25893
0,1404704,0,'12/14/2015 08:40:00.00 AM,17498400,14.39207785,9.261,3.515,0,147,25894
0,1404704,0,'12/14/2015 08:55:00.00 AM,17499300,14.4074794,9.265,3.515,0,147.1,25895
0,1404704,0,'12/14/2015 09:10:00.00 AM,17500200,14.40754972,9.257,3.515,0,147.2,25896
0,1404704,0,'12/14/2015 09:25:00.00 AM,17501100,14.4067058,9.27,3.515,0,147.2,25897
0,1404704,0,'12/14/2015 09:40:00.00 AM,17502000,14.40621351,9.264,3.515,0,147.2,25898
0,1404704,0,'12/14/2015 09:55:00.00 AM,17502900,14.41057377,9.268,3.515,0,147.4,25899
0,1404704,0,'12/14/2015 10:10:00.00 AM,17503800,14.39165589,9.273,3.515,0,147.1,25900
0,1404704,0,'12/14/2015 10:25:00.00 AM,17504700,14.41563729,9.258,3.515,0,147.5,25901
0,1404704,0,'12/14/2015 10:40:00.00 AM,17505600,14.41240226,9.261,3.515,0,147.3,25902
0,1404704,0,'12/14/2015 10:55:00.00 AM,17506500,14.43413321,9.266,3.515,0,147.3,25903
0,1404704,0,'12/14/2015 11:10:00.00 AM,17507400,14.41577795,9.261,3.515,0,147.5,25904
0,1404704,0,'12/14/2015 11:25:00.00 AM,17508300,14.42084147,9.275,3.515,0,147.4,25905
0,1404704,0,'12/14/2015 11:40:00.00 AM,17509200,14.4201382,9.258,3.515,0,147.6,25906
0,1404704,0,'12/14/2015 11:55:00.00 AM,17510100,14.42590499,9.263,3.515,0,147.6,25907
0,1404704,0,'12/14/2015 12:10:00.00 PM,17511000,14.43258603,9.262,3.515,0,147.7,25908
0,1404704,0,'12/14/2015 12:25:00.00 PM,17511900,14.44313503,9.27,3.515,0,147.8,25909
0,1404704,0,'12/14/2015 12:40:00.00 PM,17512800,14.44341634,9.261,3.515,0,147.7,25910
0,1404704,0,'12/14/2015 12:55:00.00 PM,17513700,14.43420354,9.267,3.515,0,147.7,25911
0,1404704,0,'12/14/2015 01:10:00.00 PM,17514600,14.47520401,9.268,3.515,0,147.9,25912
0,1404704,0,'12/14/2015 01:25:00.00 PM,17515500,14.63350941,9.26,3.515,0,148,25913
0,1404704,0,'12/14/2015 01:40:00.00 PM,17516400,14.85996138,9.259,3.515,0,148.1,25914
0,1404704,0,'12/14/2015 01:55:00.00 PM,17517300,14.99836433,9.269,3.515,0,148.2,25915
0,1404704,0,'12/14/2015 02:10:00.00 PM,17518200,15.10209621,9.262,3.515,0,148.2,25916
0,1404704,0,'12/14/2015 02:25:00.00 PM,17519100,15.20526548,9.264,3.515,0,148.2,25917
0,1404704,0,'12/14/2015 02:40:00.00 PM,17520000,15.34001144,9.262,3.515,0,148.3,25918
0,1404704,0,'12/14/2015 02:55:00.00 PM,17520900,15.461325,9.263,3.515,0,148.2,25919
0,1404704,0,'12/14/2015 03:10:00.00 PM,17521800,15.55056958,9.259,3.515,0,148.4,25920
0,1404704,0,'12/14/2015 03:25:00.00 PM,17522700,15.66899974,9.264,3.515,0,148.5,25921
0,1404704,0,'12/14/2015 03:40:00.00 PM,17523600,15.76218262,9.263,3.515,0,148.4,25922
0,1404704,0,'12/14/2015 03:55:00.00 PM,17524500,15.81267719,9.261,3.515,0,148.4,25923
0,1404704,0,'12/14/2015 04:10:00.00 PM,17525400,15.83152474,9.252,3.515,0,148.4,25924
0,1404704,0,'12/14/2015 04:25:00.00 PM,17526300,15.82709416,9.269,3.515,0,148.3,25925
0,1404704,0,'12/14/2015 04:40:00.00 PM,17527200,15.80599615,9.265,3.515,0,148.1,25926
0,1404704,0,'12/14/2015 04:55:00.00 PM,17528100,15.78117083,9.263,3.515,0,147.7,25927
0,1404704,0,'12/14/2015 05:10:00.00 PM,17529000,15.79052428,9.272,3.515,0,147.6,25928
0,1404704,0,'12/14/2015 05:25:00.00 PM,17529900,15.7697779,9.255,3.515,0,147.5,25929
0,1404704,0,'12/14/2015 05:40:00.00 PM,17530800,15.75367309,9.255,3.515,0,147.4,25930
0,1404704,0,'12/14/2015 05:55:00.00 PM,17531700,15.75493897,9.262,3.515,0,147.4,25931
0,1404704,0,'12/14/2015 06:10:00.00 PM,17532600,15.77568534,9.253,3.515,0,147.5,25932
0,1404704,0,'12/14/2015 06:25:00.00 PM,17533500,15.7521259,9.258,3.515,0,147.5,25933
0,1404704,0,'12/14/2015 06:40:00.00 PM,17534400,15.7054993,9.263,3.515,0,147.9,25934
0,1404704,0,'12/14/2015 06:55:00.00 PM,17535300,15.66632733,9.26,3.515,0,148.1,25935
0,1404704,0,'12/14/2015 07:10:00.00 PM,17536200,15.66217805,9.254,3.515,0,148.5,25936
0,1404704,0,'12/14/2015 07:25:00.00 PM,17537100,15.62574882,9.263,3.515,0,148.7,25937
0,1404704,0,'12/14/2015 07:40:00.00 PM,17538000,15.61435589,9.268,3.515,0,148.9,25938
0,1404704,0,'12/14/2015 07:55:00.00 PM,17538900,15.62532686,9.263,3.514,0,148.9,25939
0,1404704,0,'12/14/2015 08:10:00.00 PM,17539800,15.61548112,9.265,3.515,0,148.6,25940
0,1404704,0,'12/14/2015 08:25:00.00 PM,17540700,15.62110726,9.262,3.515,0,148.3,25941
0,1404704,0,'12/14/2015 08:40:00.00 PM,17541600,15.61231642,9.271,3.515,0,147.7,25942
0,1404704,0,'12/14/2015 08:55:00.00 PM,17542500,15.60894074,9.264,3.515,0,147.1,25943
0,1404704,0,'12/14/2015 09:10:00.00 PM,17543400,15.60324428,9.258,3.515,0,146.5,25944
0,1404704,0,'12/14/2015 09:25:00.00 PM,17544300,15.60690126,9.26,3.515,0,145.8,25945
0,1404704,0,'12/14/2015 09:40:00.00 PM,17545200,15.59825108,9.267,3.515,0,144.9,25946
0,1404704,0,'12/14/2015 09:55:00.00 PM,17546100,15.6030333,9.272,3.515,0,144.3,25947
0,1404704,0,'12/14/2015 10:10:00.00 PM,17547000,15.58538129,9.262,3.515,0,143.8,25948
0,1404704,0,'12/14/2015 10:25:00.00 PM,17547900,15.53390215,9.262,3.515,0,143.3,25949
0,1404704,0,'12/14/2015 10:40:00.00 PM,17548800,15.43319432,9.269,3.515,0,142.6,25950
0,1404704,0,'12/14/2015 10:55:00.00 PM,17549700,15.40794703,9.273,3.515,0,142.4,25951
0,1404704,0,'12/14/2015 11:10:00.00 PM,17550600,15.40457135,9.26,3.515,0,142.1,25952
0,1404704,0,'12/14/2015 11:25:00.00 PM,17551500,15.41005683,9.27,3.515,0,142,25953
0,1404704,0,'12/14/2015 11:40:00.00 PM,17552400,15.36490709,9.27,3.515,0,141.9,25954
0,1404704,0,'12/14/2015 11:55:00.00 PM,17553300,15.33044701,9.255,3.515,0,141.9,25955
0,1404704,0,'12/15/2015 12:10:00.00 AM,17554200,15.31806951,9.265,3.515,0,142.1,25956
0,1404704,0,'12/15/2015 12:25:00.00 AM,17555100,15.29654954,9.267,3.515,0,142.1,25957
0,1404704,0,'12/15/2015 12:40:00.00 AM,17556000,15.27622512,9.266,3.515,0,142.4,25958
0,1404704,0,'12/15/2015 12:55:00.00 AM,17556900,15.25372058,9.271,3.515,0,142.6,25959
0,1404704,0,'12/15/2015 01:10:00.00 AM,17557800,15.21398599,9.268,3.515,0,142.7,25960
0,1404704,0,'12/15/2015 01:25:00.00 AM,17558700,15.22256585,9.265,3.515,0,143,25961
0,1404704,0,'12/15/2015 01:40:00.00 AM,17559600,15.18465976,9.274,3.515,0,143.2,25962
0,1404704,0,'12/15/2015 01:55:00.00 AM,17560500,15.16412436,9.271,3.515,0,143.4,25963
0,1404704,0,'12/15/2015 02:10:00.00 AM,17561400,15.15547418,9.265,3.515,0,143.6,25964
0,1404704,0,'12/15/2015 02:25:00.00 AM,17562300,15.13114114,9.271,3.515,0,143.9,25965
0,1404704,0,'12/15/2015 02:40:00.00 AM,17563200,15.1036434,9.258,3.515,0,144.2,25966
0,1404704,0,'12/15/2015 02:55:00.00 AM,17564100,15.09745465,9.274,3.515,0,144.3,25967
0,1404704,0,'12/15/2015 03:10:00.00 AM,17565000,15.10863659,9.273,3.515,0,144.4,25968
0,1404704,0,'12/15/2015 03:25:00.00 AM,17565900,15.07227769,9.266,3.515,0,144.8,25969
0,1404704,0,'12/15/2015 03:40:00.00 AM,17566800,15.06264293,9.273,3.515,0,145,25970
0,1404704,0,'12/15/2015 03:55:00.00 AM,17567700,15.03563748,9.268,3.515,0,145.3,25971
0,1404704,0,'12/15/2015 04:10:00.00 AM,17568600,15.03233213,9.266,3.515,0,145.4,25972
0,1404704,0,'12/15/2015 04:25:00.00 AM,17569500,15.06468241,9.272,3.515,0,145.9,25973
0,1404704,0,'12/15/2015 04:40:00.00 AM,17570400,15.02241606,9.273,3.515,0,146.1,25974
0,1404704,0,'12/15/2015 04:55:00.00 AM,17571300,15.02178312,9.259,3.515,0,146.3,25975
0,1404704,0,'12/15/2015 05:10:00.00 AM,17572200,15.00982758,9.27,3.515,0,146.6,25976
0,1404704,0,'12/15/2015 05:25:00.00 AM,17573100,15.00174001,9.279,3.515,0,146.9,25977
0,1404704,0,'12/15/2015 05:40:00.00 AM,17574000,14.98324409,9.272,3.515,0,147,25978
0,1404704,0,'12/15/2015 05:55:00.00 AM,17574900,14.97178084,9.272,3.515,0,147.1,25979
0,1404704,0,'12/15/2015 06:10:00.00 AM,17575800,14.94238428,9.27,3.515,0,147.2,25980
0,1404704,0,'12/15/2015 06:25:00.00 AM,17576700,14.95448047,9.273,3.515,0,147.3,25981
0,1404704,0,'12/15/2015 06:40:00.00 AM,17577600,14.93528128,9.263,3.515,0,147.7,25982
0,1404704,0,'12/15/2015 06:55:00.00 AM,17578500,14.93563291,9.271,3.515,0,147.9,25983
0,1404704,0,'12/15/2015 07:10:00.00 AM,17579400,14.91221412,9.265,3.515,0,148,25984
0,1404704,0,'12/15/2015 07:25:00.00 AM,17580300,14.92649044,9.269,3.515,0,148,25985
0,1404704,0,'12/15/2015 07:40:00.00 AM,17581200,14.92276313,9.273,3.515,0,148.3,25986
0,1404704,0,'12/15/2015 07:55:00.00 AM,17582100,14.90454851,9.26,3.515,0,148.3,25987
0,1404704,0,'12/15/2015 08:10:00.00 AM,17583000,14.90799452,9.273,3.515,0,148.5,25988
0,1404704,0,'12/15/2015 08:25:00.00 AM,17583900,14.89090513,9.273,3.515,0,148.7,25989
0,1404704,0,'12/15/2015 08:40:00.00 AM,17584800,14.86143824,9.267,3.515,0,148.8,25990
0,1404704,0,'12/15/2015 08:55:00.00 AM,17585700,14.87254986,9.273,3.515,0,149.1,25991
0,1404704,0,'12/15/2015 09:10:00.00 AM,17586600,14.85911746,9.267,3.515,0,149.1,25992
0,1404704,0,'12/15/2015 09:25:00.00 AM,17587500,14.83119776,9.271,3.515,0,149.3,25993
0,1404704,0,'12/15/2015 09:40:00.00 AM,17588400,14.83267462,9.27,3.515,0,149.5,25994
0,1404704,0,'12/15/2015 09:55:00.00 AM,17589300,14.83429214,9.265,3.515,0,149.6,25995
0,1404704,0,'12/15/2015 10:10:00.00 AM,17590200,14.8028561,9.266,3.515,0,149.7,25996
0,1404704,0,'12/15/2015 10:25:00.00 AM,17591100,14.81227988,9.272,3.515,0,149.5,25997
0,1404704,0,'12/15/2015 10:40:00.00 AM,17592000,14.78949403,9.278,3.515,0,149.8,25998
0,1404704,0,'12/15/2015 10:55:00.00 AM,17592900,14.77873404,9.278,3.515,0,149.9,25999
0,1404704,0,'12/15/2015 11:10:00.00 AM,17593800,14.78886109,9.263,3.515,0,150,26000
0,1404704,0,'12/15/2015 11:25:00.00 AM,17594700,14.75587787,9.269,3.515,0,150.3,26001
0,1404704,0,'12/15/2015 11:40:00.00 AM,17595600,14.73098222,9.27,3.515,0,150.4,26002
0,1404704,0,'12/15/2015 11:55:00.00 AM,17596500,14.76178531,9.27,3.515,0,150.4,26003
0,1404704,0,'12/15/2015 12:10:00.00 PM,17597400,14.7314745,9.279,3.515,0,150.6,26004
0,1404704,0,'12/15/2015 12:25:00.00 PM,17598300,14.7240902,9.272,3.515,0,150.6,26005
0,1404704,0,'12/15/2015 12:40:00.00 PM,17599200,14.7301383,9.273,3.515,0,150.9,26006
0,1404704,0,'12/15/2015 12:55:00.00 PM,17600100,14.73688966,9.271,3.515,0,150.9,26007
0,1404704,0,'12/15/2015 01:10:00.00 PM,17601000,14.71143139,9.271,3.515,0,150.9,26008
0,1404704,0,'12/15/2015 01:25:00.00 PM,17601900,14.71790145,9.271,3.515,0,150.8,26009
0,1404704,0,'12/15/2015 01:40:00.00 PM,17602800,14.70728212,9.281,3.515,0,150.8,26010
0,1404704,0,'12/15/2015 01:55:00.00 PM,17603700,14.68836424,9.286,3.515,0,151.1,26011
0,1404704,0,'12/15/2015 02:10:00.00 PM,17604600,14.69237286,9.268,3.515,0,151,26012
0,1404704,0,'12/15/2015 02:25:00.00 PM,17605500,14.6795734,9.272,3.515,0,151.1,26013
0,1404704,0,'12/15/2015 02:40:00.00 PM,17606400,14.6795734,9.27,3.515,0,151.1,26014
0,1404704,0,'12/15/2015 02:55:00.00 PM,17607300,14.6774636,9.273,3.515,0,151.1,26015
0,1404704,0,'12/15/2015 03:10:00.00 PM,17608200,14.64609789,9.273,3.515,0,151.3,26016
0,1404704,0,'12/15/2015 03:25:00.00 PM,17609100,14.64785606,9.274,3.515,0,151.1,26017
0,1404704,0,'12/15/2015 03:40:00.00 PM,17610000,14.63034471,9.276,3.515,0,151.1,26018
0,1404704,0,'12/15/2015 03:55:00.00 PM,17610900,14.63540823,9.268,3.515,0,151.3,26019
0,1404704,0,'12/15/2015 04:10:00.00 PM,17611800,14.63104797,9.276,3.515,0,151.3,26020
0,1404704,0,'12/15/2015 04:25:00.00 PM,17612700,14.64068273,9.275,3.515,0,151.2,26021
0,1404704,0,'12/15/2015 04:40:00.00 PM,17613600,14.63772901,9.273,3.515,0,151.4,26022
0,1404704,0,'12/15/2015 04:55:00.00 PM,17614500,14.59862737,9.272,3.515,0,151.2,26023
0,1404704,0,'12/15/2015 05:10:00.00 PM,17615400,14.59820541,9.267,3.515,0,151.4,26024
0,1404704,0,'12/15/2015 05:25:00.00 PM,17616300,14.60678526,9.27,3.515,0,151.3,26025
0,1404704,0,'12/15/2015 05:40:00.00 PM,17617200,14.59138372,9.276,3.515,0,151.5,26026
0,1404704,0,'12/15/2015 05:55:00.00 PM,17618100,14.59820541,9.275,3.515,0,151.3,26027
0,1404704,0,'12/15/2015 06:10:00.00 PM,17619000,14.59743181,9.275,3.515,0,151.5,26028
0,1404704,0,'12/15/2015 06:25:00.00 PM,17619900,14.59032882,9.278,3.515,0,151.5,26029
0,1404704,0,'12/15/2015 06:40:00.00 PM,17620800,14.57436465,9.281,3.515,0,151.5,26030
0,1404704,0,'12/15/2015 06:55:00.00 PM,17621700,14.57682609,9.276,3.515,0,151.5,26031
0,1404704,0,'12/15/2015 07:10:00.00 PM,17622600,14.57429433,9.276,3.515,0,151.8,26032
0,1404704,0,'12/15/2015 07:25:00.00 PM,17623500,14.55650167,9.265,3.515,0,151.8,26033
0,1404704,0,'12/15/2015 07:40:00.00 PM,17624400,14.57148126,9.27,3.515,0,151.7,26034
0,1404704,0,'12/15/2015 07:55:00.00 PM,17625300,14.59201666,9.279,3.515,0,151.8,26035
0,1404704,0,'12/15/2015 08:10:00.00 PM,17626200,14.55650167,9.276,3.515,0,152,26036
0,1404704,0,'12/15/2015 08:25:00.00 PM,17627100,14.581327,9.277,3.515,0,152,26037
0,1404704,0,'12/15/2015 08:40:00.00 PM,17628000,14.55727527,9.273,3.515,0,151.9,26038
0,1404704,0,'12/15/2015 08:55:00.00 PM,17628900,14.55059423,9.273,3.515,0,152,26039
0,1404704,0,'12/15/2015 09:10:00.00 PM,17629800,14.5420847,9.281,3.515,0,152.2,26040
0,1404704,0,'12/15/2015 09:25:00.00 PM,17630700,14.5349817,9.278,3.515,0,152.3,26041
0,1404704,0,'12/15/2015 09:40:00.00 PM,17631600,14.54588234,9.279,3.515,0,152.2,26042
0,1404704,0,'12/15/2015 09:55:00.00 PM,17632500,14.51346173,9.291,3.515,0,152.1,26043
0,1404704,0,'12/15/2015 10:10:00.00 PM,17633400,14.52246355,9.273,3.515,0,152.3,26044
0,1404704,0,'12/15/2015 10:25:00.00 PM,17634300,14.51381337,9.277,3.515,0,152.2,26045
0,1404704,0,'12/15/2015 10:40:00.00 PM,17635200,14.50143587,9.281,3.515,0,152.4,26046
0,1404704,0,'12/15/2015 10:55:00.00 PM,17636100,14.50066227,9.275,3.515,0,152.5,26047
0,1404704,0,'12/15/2015 11:10:00.00 PM,17637000,14.4851904,9.282,3.515,0,152.6,26048
0,1404704,0,'12/15/2015 11:25:00.00 PM,17637900,14.47436009,9.281,3.515,0,152.5,26049
0,1404704,0,'12/15/2015 11:40:00.00 PM,17638800,14.47028114,9.277,3.515,0,152.4,26050
0,1404704,0,'12/15/2015 11:55:00.00 PM,17639700,14.48104112,9.284,3.515,0,152.6,26051
0,1404704,0,'12/16/2015 12:10:00.00 AM,17640600,14.47112506,9.271,3.515,0,152.6,26052
0,1404704,0,'12/16/2015 12:25:00.00 AM,17641500,14.48645628,9.269,3.515,0,152.4,26053
0,1404704,0,'12/16/2015 12:40:00.00 AM,17642400,14.49109784,9.283,3.514,0,152.4,26054
0,1404704,0,'12/16/2015 12:55:00.00 AM,17643300,14.49911509,9.281,3.515,0,152.4,26055
0,1404704,0,'12/16/2015 01:10:00.00 AM,17644200,14.48476844,9.281,3.515,0,152.5,26056
0,1404704,0,'12/16/2015 01:25:00.00 AM,17645100,14.49060555,9.273,3.515,0,152.4,26057
0,1404704,0,'12/16/2015 01:40:00.00 AM,17646000,14.49707561,9.281,3.515,0,152.5,26058
0,1404704,0,'12/16/2015 01:55:00.00 AM,17646900,14.49250438,9.275,3.515,0,152.3,26059
0,1404704,0,'12/16/2015 02:10:00.00 AM,17647800,14.48786281,9.282,3.515,0,152.2,26060
0,1404704,0,'12/16/2015 02:25:00.00 AM,17648700,14.49714594,9.28,3.515,0,152.2,26061
0,1404704,0,'12/16/2015 02:40:00.00 AM,17649600,14.48680791,9.277,3.515,0,152.3,26062
0,1404704,0,'12/16/2015 02:55:00.00 AM,17650500,14.51163324,9.271,3.515,0,152.4,26063
0,1404704,0,'12/16/2015 03:10:00.00 AM,17651400,14.47372715,9.275,3.515,0,152.3,26064
0,1404704,0,'12/16/2015 03:25:00.00 AM,17652300,14.47998622,9.274,3.515,0,152.6,26065
0,1404704,0,'12/16/2015 03:40:00.00 AM,17653200,14.47829838,9.28,3.515,0,152.4,26066
0,1404704,0,'12/16/2015 03:55:00.00 AM,17654100,14.47590727,9.28,3.515,0,152.4,26067
0,1404704,0,'12/16/2015 04:10:00.00 AM,17655000,14.48898804,9.28,3.515,0,152.6,26068
0,1404704,0,'12/16/2015 04:25:00.00 AM,17655900,14.47274257,9.278,3.515,0,152.7,26069
0,1404704,0,'12/16/2015 04:40:00.00 AM,17656800,14.46352978,9.271,3.515,0,152.8,26070
0,1404704,0,'12/16/2015 04:55:00.00 AM,17657700,14.45860691,9.284,3.515,0,152.9,26071
0,1404704,0,'12/16/2015 05:10:00.00 AM,17658600,14.46022442,9.279,3.515,0,152.8,26072
0,1404704,0,'12/16/2015 05:25:00.00 AM,17659500,14.44784692,9.285,3.515,0,152.9,26073
0,1404704,0,'12/16/2015 05:40:00.00 AM,17660400,14.44819855,9.279,3.515,0,153,26074
0,1404704,0,'12/16/2015 05:55:00.00 AM,17661300,14.45375436,9.283,3.515,0,153,26075
0,1404704,0,'12/16/2015 06:10:00.00 AM,17662200,14.44468222,9.282,3.515,0,153,26076
0,1404704,0,'12/16/2015 06:25:00.00 AM,17663100,14.45375436,9.28,3.515,0,153.1,26077
0,1404704,0,'12/16/2015 06:40:00.00 AM,17664000,14.43371125,9.281,3.515,0,153,26078
0,1404704,0,'12/16/2015 06:55:00.00 AM,17664900,14.42928067,9.276,3.515,0,153.3,26079
0,1404704,0,'12/16/2015 07:10:00.00 AM,17665800,14.42372486,9.278,3.515,0,153.1,26080
0,1404704,0,'12/16/2015 07:25:00.00 AM,17666700,14.4230216,9.276,3.515,0,153.2,26081
0,1404704,0,'12/16/2015 07:40:00.00 AM,17667600,14.43033557,9.273,3.515,0,153.4,26082
0,1404704,0,'12/16/2015 07:55:00.00 AM,17668500,14.41036279,9.283,3.515,0,153.3,26083
0,1404704,0,'12/16/2015 08:10:00.00 AM,17669400,14.43997033,9.288,3.515,0,153.4,26084
0,1404704,0,'12/16/2015 08:25:00.00 AM,17670300,14.44812823,9.283,3.515,0,153.3,26085
0,1404704,0,'12/16/2015 08:40:00.00 AM,17671200,14.4251314,9.273,3.515,0,153.3,26086
0,1404704,0,'12/16/2015 08:55:00.00 AM,17672100,14.42506107,9.283,3.515,0,153.4,26087
0,1404704,0,'12/16/2015 09:10:00.00 AM,17673000,14.4127539,9.279,3.515,0,153.4,26088
0,1404704,0,'12/16/2015 09:25:00.00 AM,17673900,14.4064245,9.284,3.515,0,153.4,26089
0,1404704,0,'12/16/2015 09:40:00.00 AM,17674800,14.41852069,9.274,3.515,0,153.4,26090
0,1404704,0,'12/16/2015 09:55:00.00 AM,17675700,14.42063049,9.28,3.515,0,153.4,26091
0,1404704,0,'12/16/2015 10:10:00.00 AM,17676600,14.42041951,9.28,3.515,0,153.4,26092
0,1404704,0,'12/16/2015 10:25:00.00 AM,17677500,14.43012459,9.28,3.515,0,153.5,26093
0,1404704,0,'12/16/2015 10:40:00.00 AM,17678400,14.40206424,9.277,3.515,0,153.3,26094
0,1404704,0,'12/16/2015 10:55:00.00 AM,17679300,14.42653793,9.287,3.515,0,153.6,26095
0,1404704,0,'12/16/2015 11:10:00.00 AM,17680200,14.41577795,9.277,3.515,0,153.4,26096
0,1404704,0,'12/16/2015 11:25:00.00 AM,17681100,14.42309192,9.287,3.515,0,153.4,26097
0,1404704,0,'12/16/2015 11:40:00.00 AM,17682000,14.42133376,9.284,3.515,0,153.3,26098
0,1404704,0,'12/16/2015 11:55:00.00 AM,17682900,14.40593221,9.281,3.515,0,153.4,26099
0,1404704,0,'12/16/2015 12:10:00.00 PM,17683800,14.37681695,9.286,3.515,0,153.6,26100
0,1404704,0,'12/16/2015 12:25:00.00 PM,17684700,14.41838003,9.287,3.515,0,153.7,26101
0,1404704,0,'12/16/2015 12:40:00.00 PM,17685600,14.41669219,9.281,3.515,0,153.5,26102
0,1404704,0,'12/16/2015 12:55:00.00 PM,17686500,14.39770398,9.283,3.515,0,153.4,26103
0,1404704,0,'12/16/2015 01:10:00.00 PM,17687400,14.39686006,9.272,3.515,0,153.6,26104
0,1404704,0,'12/16/2015 01:25:00.00 PM,17688300,14.39453928,9.287,3.515,0,153.6,26105
0,1404704,0,'12/16/2015 01:40:00.00 PM,17689200,14.3858891,9.289,3.515,0,153.6,26106
0,1404704,0,'12/16/2015 01:55:00.00 PM,17690100,14.37702793,9.285,3.515,0,153.6,26107
0,1404704,0,'12/16/2015 02:10:00.00 PM,17691000,14.369292,9.285,3.515,0,153.5,26108
0,1404704,0,'12/16/2015 02:25:00.00 PM,17691900,14.36029018,9.288,3.515,0,153.7,26109
0,1404704,0,'12/16/2015 02:40:00.00 PM,17692800,14.37231605,9.28,3.515,0,153.6,26110
0,1404704,0,'12/16/2015 02:55:00.00 PM,17693700,14.35944626,9.28,3.515,0,153.6,26111
0,1404704,0,'12/16/2015 03:10:00.00 PM,17694600,14.35895397,9.285,3.515,0,153.6,26112
0,1404704,0,'12/16/2015 03:25:00.00 PM,17695500,14.35149934,9.28,3.515,0,153.7,26113
0,1404704,0,'12/16/2015 03:40:00.00 PM,17696400,14.35986822,9.285,3.515,0,153.6,26114
0,1404704,0,'12/16/2015 03:55:00.00 PM,17697300,14.38096623,9.292,3.515,0,153.8,26115
0,1404704,0,'12/16/2015 04:10:00.00 PM,17698200,14.38328701,9.289,3.515,0,153.8,26116
0,1404704,0,'12/16/2015 04:25:00.00 PM,17699100,14.39622712,9.288,3.515,0,153.9,26117
0,1404704,0,'12/16/2015 04:40:00.00 PM,17700000,14.3922185,9.279,3.515,0,153.7,26118
0,1404704,0,'12/16/2015 04:55:00.00 PM,17700900,14.40551025,9.295,3.515,0,154,26119
0,1404704,0,'12/16/2015 05:10:00.00 PM,17701800,14.41155834,9.286,3.515,0,153.8,26120
0,1404704,0,'12/16/2015 05:25:00.00 PM,17702700,14.41106606,9.278,3.515,0,153.9,26121
0,1404704,0,'12/16/2015 05:40:00.00 PM,17703600,14.41901297,9.29,3.515,0,154,26122
0,1404704,0,'12/16/2015 05:55:00.00 PM,17704500,14.41725481,9.284,3.515,0,153.9,26123
0,1404704,0,'12/16/2015 06:10:00.00 PM,17705400,14.40129065,9.286,3.515,0,154.1,26124
0,1404704,0,'12/16/2015 06:25:00.00 PM,17706300,14.40234555,9.3,3.515,0,154.1,26125
0,1404704,0,'12/16/2015 06:40:00.00 PM,17707200,14.40818266,9.287,3.515,0,154.1,26126
0,1404704,0,'12/16/2015 06:55:00.00 PM,17708100,14.38384962,9.291,3.515,0,154,26127
0,1404704,0,'12/16/2015 07:10:00.00 PM,17709000,14.38813955,9.283,3.515,0,154.2,26128
0,1404704,0,'12/16/2015 07:25:00.00 PM,17709900,14.36647893,9.292,3.515,0,154.1,26129
0,1404704,0,'12/16/2015 07:40:00.00 PM,17710800,14.37217539,9.288,3.515,0,154.1,26130
0,1404704,0,'12/16/2015 07:55:00.00 PM,17711700,14.37519944,9.295,3.515,0,154.1,26131
0,1404704,0,'12/16/2015 08:10:00.00 PM,17712600,14.38884282,9.288,3.515,0,154.1,26132
0,1404704,0,'12/16/2015 08:25:00.00 PM,17713500,14.37723891,9.291,3.515,0,154.1,26133
0,1404704,0,'12/16/2015 08:40:00.00 PM,17714400,14.37618401,9.289,3.515,0,154.2,26134
0,1404704,0,'12/16/2015 08:55:00.00 PM,17715300,14.3848342,9.29,3.515,0,153.9,26135
0,1404704,0,'12/16/2015 09:10:00.00 PM,17716200,14.37358193,9.289,3.515,0,153.9,26136
0,1404704,0,'12/16/2015 09:25:00.00 PM,17717100,14.3851155,9.283,3.515,0,153.9,26137
